src,dst,Protocol,pktrate,pktperflow,dur,dur_nsec,bytecount,pktcount
12.0,5.0,2,117,3523,484,98000000,7179646,123787
10.0,16.0,3,449,13474,48,817000000,23914644,22434
16.0,13.0,3,451,13548,102,762000000,51154142,47987
17.0,13.0,1,0,29,268,160000000,25578,261
2.0,16.0,3,137,4124,319,298000000,143587002,134697
10.0,13.0,1,0,29,858,381000000,82026,837
1.0,11.0,3,288,8660,377,417000000,117124968,112404
13.0,5.0,2,269,8095,289,528000000,4703832,87108
1.0,11.0,3,448,13468,173,627000000,84715020,79470
4.0,16.0,3,86,2604,450,881000000,135455832,129996
16.0,0.0,2,125,3775,505,696000000,7499922,129309
12.0,1.0,1,343,10310,78,4000000,27365004,26262
3.0,17.0,2,326,9800,38,843000000,835212,12654
3.0,10.0,2,235,7050,301,244000000,6107484,92532
12.0,15.0,1,0,29,981,269000000,93786,957
17.0,10.0,2,305,9178,89,678000000,1590408,29452
1.0,11.0,1,0,29,563,167000000,53900,550
4.0,16.0,3,268,8040,420,880000000,132742464,127392
14.0,10.0,1,0,28,938,600000000,89670,915
16.0,17.0,1,0,29,1010,237000000,96628,986
13.0,14.0,2,207,6216,435,329000000,6959952,128888
3.0,13.0,3,451,13554,177,218000000,85137156,79866
0.0,16.0,3,450,13529,40,713000000,19514196,18306
0.0,15.0,1,0,29,921,202000000,88102,899
3.0,13.0,3,297,8932,177,364000000,57063046,54763
3.0,16.0,1,0,29,92,883000000,8820,90
18.0,13.0,1,0,29,618,352000000,59094,603
13.0,17.0,2,310,9323,138,868000000,2413670,41615
4.0,0.0,2,260,7806,345,948000000,5815544,100268
0.0,3.0,2,431,12945,301,313000000,145910234,131893
4.0,16.0,2,333,10000,38,486000000,843984,12786
1.0,11.0,2,279,8396,374,244000000,6471930,111585
1.0,11.0,3,272,8167,407,444000000,119436124,114622
2.0,11.0,3,37,1118,326,750000000,143800202,134897
3.0,15.0,1,0,29,620,196000000,59290,605
14.0,17.0,1,0,29,548,528000000,52430,535
4.0,0.0,2,280,8423,360,246000000,5571234,103171
17.0,13.0,1,0,29,708,363000000,67718,691
1.0,11.0,3,179,5387,125,91000000,51607192,48412
18.0,13.0,2,438,13159,34,356000000,16775790,14935
13.0,2.0,2,284,8548,239,787000000,3962270,68315
5.0,15.0,2,303,9109,248,958000000,4038228,74782
13.0,5.0,2,307,9212,108,656000000,1937722,33409
12.0,15.0,1,0,29,531,177000000,135510764,130518
10.0,16.0,2,249,7474,408,660000000,6760306,116557
1.0,11.0,1,0,29,573,236000000,54880,560
9.0,15.0,3,310,9325,393,484000000,128054506,122893
16.0,17.0,1,308,9261,388,266000000,122188046,117263
10.0,11.0,3,311,9357,267,463000000,77527926,74403
11.0,16.0,3,0,0,10,735000000,3526128,3384
8.0,11.0,2,448,13454,282,269000000,135909350,121755
10.0,17.0,1,1,30,541,619000000,51842,529
3.0,7.0,2,330,9928,184,64000000,3989442,60445
16.0,13.0,1,1,30,190,924000000,18228,186
3.0,13.0,3,450,13523,206,740000000,99332012,93182
14.0,7.0,2,294,8842,177,216000000,2756700,51050
3.0,0.0,2,449,13472,140,481000000,68721518,61403
4.0,16.0,3,315,9477,60,865000000,19918872,19116
12.0,15.0,3,0,0,23,105000000,11143964,10454
16.0,14.0,1,1,30,461,121000000,44100,450
8.0,11.0,2,528,15848,382,205000000,10789254,199801
3.0,15.0,3,450,13526,251,870000000,121285216,113776
1.0,16.0,3,246,7398,440,558000000,128452550,123275
1.0,13.0,1,1,30,763,236000000,72716,742
2.0,16.0,3,448,13454,50,637000000,24292008,22788
7.0,11.0,2,283,8506,136,131000000,2090340,38710
17.0,13.0,1,0,29,341,843000000,32634,333
9.0,15.0,3,0,0,3,425000000,1009698,969
0.0,16.0,3,451,13537,250,732000000,120313024,112864
12.0,8.0,2,482,14474,361,959000000,10478160,194040
4.0,16.0,2,323,9708,218,630000000,4735998,71755
17.0,13.0,1,1,30,878,373000000,83986,857
18.0,16.0,1,1,30,152,895000000,14602,149
12.0,2.0,1,0,29,118,477000000,11270,115
2.0,11.0,3,344,10322,306,436000000,143747968,134848
0.0,15.0,3,451,13532,133,252000000,63930152,59972
1.0,11.0,3,326,9784,59,436000000,25704458,24113
9.0,15.0,3,315,9452,243,474000000,79567120,76360
12.0,15.0,1,299,8987,321,163000000,86223872,83032
12.0,15.0,3,451,13532,232,94000000,111773298,104853
6.0,12.0,2,295,8855,215,573000000,3697268,63746
14.0,17.0,2,290,8705,390,747000000,6856122,118209
14.0,7.0,2,539,16178,171,31000000,4993812,92478
12.0,15.0,3,451,13535,293,128000000,140794082,132077
12.0,1.0,1,1,30,452,908000000,43316,442
0.0,16.0,3,448,13463,70,288000000,33755956,31666
3.0,13.0,3,448,13443,113,185000000,55904238,52443
12.0,1.0,2,279,8396,370,485000000,5881950,108925
18.0,11.0,2,296,8881,159,361000000,2392326,41247
12.0,13.0,3,111,3334,467,431000000,135431866,129973
18.0,12.0,2,336,10080,210,569000000,4503426,68231
1.0,17.0,2,600,18028,150,975000000,4944240,91560
17.0,13.0,1,289,8693,211,179000000,64487296,61888
18.0,13.0,3,276,8304,317,298000000,99550596,95538
13.0,5.0,2,307,9217,157,888000000,2658952,45844
1.0,13.0,1,0,29,283,78000000,27048,276
13.0,16.0,3,449,13474,220,244000000,105761058,99213
10.0,11.0,2,117,3523,499,934000000,7189216,123952
3.0,16.0,1,0,29,963,318000000,92218,941
4.0,0.0,2,278,8343,209,620000000,3398328,62932
3.0,15.0,1,0,0,21,43000000,1960,20
0.0,15.0,3,451,13535,193,260000000,92783574,87039
16.0,13.0,1,0,29,1700,212000000,135641104,131848
10.0,11.0,3,451,13531,97,132000000,46648160,43760
2.0,11.0,1,0,0,8,509000000,686,7
10.0,16.0,3,448,13464,168,826000000,81535142,76487
1.0,12.0,1,0,29,1003,312000000,95942,979
0.0,16.0,3,451,13533,160,295000000,77036622,72267
16.0,13.0,1,0,29,148,133000000,14112,144
15.0,15.0,1,280,8429,230,371000000,70224548,67394
17.0,10.0,1,1,30,403,81000000,38612,394
10.0,17.0,1,0,29,961,905000000,92022,939
18.0,9.0,1,0,29,531,376000000,50764,518
2.0,16.0,3,453,13593,79,286000000,38479402,36097
14.0,17.0,1,1,30,378,339000000,36162,369
16.0,14.0,1,0,29,491,123000000,46942,479
13.0,15.0,2,331,9951,291,120000000,6036140,91450
12.0,5.0,2,295,8852,211,487000000,3613400,62300
7.0,17.0,1,0,29,351,370000000,33516,342
18.0,15.0,2,254,7649,288,988000000,4658256,86264
0.0,16.0,3,451,13531,280,570000000,134711486,126371
18.0,11.0,1,0,0,21,316000000,1960,20
13.0,2.0,2,284,8548,241,737000000,3967316,68402
10.0,16.0,1,0,29,163,117000000,15190,155
2.0,15.0,1,0,29,1191,377000000,135592496,131352
10.0,17.0,1,304,9130,330,44000000,103901988,99714
2.0,11.0,1,0,29,508,456000000,48608,496
10.0,16.0,3,451,13533,230,747000000,110721156,103866
10.0,11.0,2,291,8748,50,271000000,893538,16547
1.0,16.0,3,246,7398,440,558000000,128452550,123275
0.0,5.0,2,522,15665,269,733000000,8272800,153200
14.0,16.0,3,449,13478,80,676000000,38571078,36183
7.0,17.0,1,0,29,321,352000000,30674,313
1.0,12.0,1,1,30,673,239000000,64386,657
1.0,14.0,1,0,0,2,965000000,196,2
13.0,16.0,1,289,8673,257,797000000,76182704,73112
12.0,13.0,1,294,8832,261,94000000,75087562,72061
17.0,15.0,1,300,9016,207,888000000,59115786,56733
18.0,11.0,1,1,30,611,587000000,58506,597
15.0,16.0,3,449,13474,150,780000000,72224698,67753
1.0,16.0,3,308,9243,230,304000000,74164350,71175
0.0,3.0,2,427,12833,70,513000000,33820340,30838
15.0,1.0,1,0,29,42,929000000,4018,41
16.0,2.0,1,77,2338,460,575000000,135372472,129916
4.0,16.0,3,311,9334,300,869000000,97679164,93742
14.0,15.0,1,0,29,578,348000000,55272,564
12.0,5.0,2,329,9897,43,156000000,950214,14395
10.0,15.0,1,0,28,201,156000000,19110,195
10.0,17.0,1,0,29,371,560000000,35476,362
12.0,13.0,3,238,7165,437,539000000,131977636,126658
0.0,11.0,2,239,7170,449,291000000,6308982,116833
17.0,13.0,3,0,0,23,617000000,12635298,11853
9.0,15.0,3,312,9373,123,434000000,40267048,38644
12.0,13.0,3,306,9208,197,467000000,63950666,61373
16.0,10.0,1,0,29,181,236000000,17248,176
8.0,11.0,2,298,8948,90,147000000,1095012,20278
4.0,16.0,2,446,13393,158,692000000,77463192,70436
9.0,15.0,3,315,9452,243,474000000,79567120,76360
17.0,3.0,1,0,29,983,255000000,94178,961
13.0,15.0,1,0,29,1581,404000000,135629736,131732
2.0,11.0,3,450,13529,136,398000000,65641082,61577
6.0,15.0,2,290,8711,176,767000000,3099578,53441
17.0,13.0,3,306,9208,197,184000000,63913154,61337
18.0,14.0,2,610,18322,168,939000000,5617512,104028
10.0,15.0,1,1,30,1070,167000000,135580932,131234
12.0,15.0,3,451,13535,292,102000000,140626720,131920
0.0,15.0,3,451,13532,132,900000000,63892842,59937
14.0,3.0,1,0,29,398,333000000,38024,388
9.0,17.0,1,0,11,1041,780000000,97902,999
12.0,1.0,1,1,30,133,37000000,12740,130
17.0,3.0,1,0,29,373,27000000,35672,364
10.0,16.0,3,142,4288,320,409000000,143841776,134936
4.0,1.0,1,0,29,973,179000000,93296,952
16.0,0.0,1,0,29,1461,381000000,135618270,131615
12.0,6.0,2,311,9331,243,299000000,5141232,77894
3.0,15.0,1,0,29,380,194000000,36260,370
3.0,15.0,3,453,13615,71,862000000,34914698,32753
10.0,12.0,2,288,8666,293,599000000,4846338,89747
18.0,16.0,1,0,20,1033,311000000,97902,999
10.0,13.0,3,0,0,23,179000000,12601186,11821
14.0,10.0,1,0,29,828,387000000,79184,808
16.0,2.0,1,282,8477,390,486000000,113452960,108880
2.0,1.0,1,0,29,193,28000000,18424,188
16.0,3.0,1,0,29,690,171000000,65954,673
1.0,15.0,3,314,9423,113,387000000,37033722,35541
12.0,2.0,1,1,30,528,484000000,50568,516
0.0,16.0,3,451,13533,160,722000000,77146420,72370
1.0,15.0,3,247,7431,443,375000000,131498316,126198
12.0,10.0,2,283,8505,91,477000000,1523718,26271
17.0,0.0,2,328,9843,130,489000000,2841026,43043
3.0,13.0,3,449,13491,223,348000000,108726670,101995
10.0,17.0,1,0,29,211,482000000,20188,206
3.0,15.0,3,453,13615,71,862000000,34914698,32753
12.0,15.0,1,0,29,811,372000000,77518,791
12.0,13.0,3,111,3334,467,431000000,135431866,129973
0.0,15.0,1,0,29,261,176000000,24892,254
5.0,12.0,2,274,8246,283,815000000,4506354,83451
2.0,11.0,3,450,13529,215,258000000,103851852,97422
11.0,16.0,3,154,4645,430,813000000,135451664,129992
10.0,17.0,2,328,9861,88,903000000,1875586,28415
0.0,15.0,1,0,29,941,172000000,89964,918
14.0,15.0,1,0,5,1048,422000000,97902,999
18.0,10.0,1,1,30,691,624000000,66248,676
12.0,1.0,1,0,29,933,318000000,89376,912
13.0,1.0,1,0,29,532,946000000,50960,520
1.0,16.0,3,267,8012,320,507000000,99620410,95605
1.0,16.0,3,0,0,20,284000000,6559390,6295
2.0,16.0,3,450,13529,290,271000000,139392292,130762
1.0,11.0,3,310,9322,76,911000000,25523790,24495
16.0,0.0,1,0,0,11,135000000,3253124,3122
1.0,15.0,3,314,9439,143,341000000,46859782,44971
13.0,6.0,2,276,8292,328,75000000,4984146,92299
0.0,15.0,1,307,9230,81,157000000,9842138,9517
18.0,10.0,1,1,30,361,553000000,34594,353
5.0,12.0,2,321,9631,276,131000000,5584548,84606
7.0,3.0,2,314,9424,164,42000000,2750544,50936
6.0,12.0,2,314,9447,75,801000000,1416648,21464
17.0,15.0,2,447,13423,248,919000000,121468722,110545
1.0,11.0,3,310,9301,317,331000000,93127708,89374
18.0,16.0,1,0,29,653,171000000,62524,638
16.0,12.0,1,0,29,579,860000000,55370,565
12.0,8.0,2,33,1008,464,896000000,7511638,129511
12.0,13.0,3,317,9516,47,284000000,15574774,14947
0.0,3.0,2,333,10004,271,255000000,5688210,86179
1.0,16.0,3,310,9320,170,297000000,54790444,52582
14.0,16.0,3,443,13301,230,708000000,110486636,103646
12.0,17.0,1,0,0,1,497000000,98,1
12.0,13.0,3,451,13531,192,772000000,94316482,88477
9.0,15.0,3,315,9452,243,432000000,79555658,76349
0.0,16.0,3,451,13531,279,759000000,134474834,126149
8.0,11.0,2,445,13355,292,350000000,141022700,124386
3.0,13.0,3,449,13492,77,69000000,36980606,34691
16.0,0.0,1,285,8571,427,912000000,127616866,122473
10.0,13.0,3,448,13442,67,161000000,32210256,30216
0.0,5.0,2,298,8950,49,130000000,1036402,17869
9.0,15.0,3,312,9373,123,434000000,40267048,38644
1.0,13.0,1,0,29,343,4000000,32830,335
13.0,16.0,3,454,13640,40,655000000,19508866,18301
14.0,1.0,1,1,30,403,14000000,38612,394
18.0,9.0,1,0,29,831,463000000,79478,811
16.0,12.0,1,1,30,519,855000000,49686,507
16.0,13.0,1,1,30,190,924000000,18228,186
16.0,11.0,1,0,0,20,21000000,1862,19
2.0,1.0,3,449,13491,225,940000000,108802356,102066
12.0,8.0,2,241,7237,350,242000000,5676866,97877
18.0,13.0,3,454,13640,267,278000000,128280308,120338
17.0,10.0,1,0,29,482,947000000,46158,471
12.0,13.0,3,272,8167,407,81000000,119364226,114553
15.0,15.0,1,0,29,341,171000000,32536,332
3.0,0.0,2,260,7803,293,779000000,4919908,84826
18.0,3.0,1,0,29,711,876000000,68110,695
18.0,10.0,1,1,30,841,870000000,80556,822
10.0,16.0,3,449,13474,48,817000000,23914644,22434
1.0,11.0,3,451,13548,103,337000000,51182924,48014
12.0,15.0,3,453,13616,112,85000000,54242344,50884
5.0,15.0,2,288,8661,25,106000000,532440,9180
13.0,5.0,2,326,9809,186,129000000,3645822,55233
1.0,3.0,2,529,15881,355,976000000,10812852,200238
11.0,16.0,3,308,9269,280,798000000,91893980,88190
3.0,17.0,2,310,9316,83,806000000,1406376,26044
13.0,5.0,2,534,16021,354,176000000,11126106,206039
0.0,16.0,3,0,0,10,284000000,4982484,4674
3.0,8.0,2,314,9432,224,17000000,3766176,69744
1.0,14.0,1,0,29,163,53000000,15582,159
18.0,13.0,1,0,29,738,388000000,70560,720
2.0,11.0,1,338,10160,208,399000000,73794440,70820
1.0,15.0,3,126,3792,473,376000000,135449580,129990
18.0,7.0,1,1,30,571,501000000,54684,558
3.0,15.0,3,446,13388,42,867000000,20592988,19318
12.0,6.0,2,281,8431,260,291000000,4205250,77875
0.0,5.0,2,496,14898,290,107000000,9152730,169495
12.0,6.0,2,301,9058,168,220000000,2905568,50096
13.0,15.0,1,1,30,609,937000000,58310,595
6.0,11.0,2,559,16786,292,839000000,9251766,171329
16.0,6.0,2,316,9480,74,242000000,1399032,21194
9.0,17.0,1,1,30,471,344000000,45080,460
17.0,4.0,2,303,9098,119,684000000,2081700,38550
13.0,15.0,2,440,13212,181,137000000,88648198,80631
12.0,0.0,1,0,29,200,952000000,19110,195
13.0,16.0,3,449,13478,130,661000000,62564606,58691
4.0,0.0,2,138,4150,474,513000000,7464310,128695
10.0,13.0,3,179,5387,125,674000000,51658360,48460
16.0,13.0,3,307,9211,76,369000000,25003832,23996
17.0,15.0,1,1,30,341,107000000,32634,333
18.0,9.0,1,1,30,771,401000000,73794,753
0.0,15.0,3,451,13532,162,904000000,78317954,73469
13.0,2.0,2,438,13151,131,109000000,64106488,58408
9.0,15.0,3,313,9405,153,464000000,50070184,48052
13.0,2.0,2,271,8139,301,735000000,4925186,84917
3.0,15.0,1,0,29,771,349000000,135533696,130752
9.0,15.0,3,310,9325,393,457000000,128051380,122890
14.0,16.0,3,455,13663,110,626000000,53119846,49831
1.0,11.0,3,455,13650,106,398000000,51219168,48048
17.0,13.0,3,448,13457,206,720000000,99374652,93222
2.0,11.0,3,447,13421,167,333000000,80217566,75251
15.0,13.0,2,442,13261,221,299000000,108463182,97859
17.0,10.0,2,539,16194,421,62000000,12974256,240264
10.0,15.0,1,294,8824,147,885000000,40453566,38823
16.0,12.0,1,0,29,1820,211000000,135652570,131965
1.0,11.0,3,312,9381,106,830000000,34866362,33461
17.0,10.0,1,1,30,703,130000000,67424,688
6.0,12.0,2,264,7927,247,430000000,3969054,73501
16.0,14.0,1,0,29,759,891000000,72618,741
18.0,12.0,2,334,10048,240,569000000,5166654,78279
4.0,0.0,2,443,13310,260,557000000,124640074,112305
0.0,16.0,3,451,13533,130,556000000,62694658,58813
18.0,9.0,1,0,29,751,489000000,71834,733
12.0,1.0,1,0,29,92,703000000,8820,90
12.0,4.0,3,294,8825,257,472000000,82366974,79047
15.0,15.0,1,291,8738,442,404000000,129514348,124294
3.0,0.0,2,317,9535,110,456000000,2146800,32524
14.0,17.0,1,1,30,748,483000000,71638,731
15.0,13.0,2,305,9179,74,173000000,1240542,22973
4.0,16.0,3,309,9287,210,876000000,68664674,65897
3.0,13.0,3,255,7674,196,919000000,59870194,57457
7.0,17.0,1,0,29,361,437000000,34496,352
13.0,16.0,3,294,8845,310,738000000,143906802,134997
18.0,13.0,3,288,8660,376,501000000,116956164,112242
4.0,16.0,3,268,8040,420,880000000,132742464,127392
9.0,15.0,3,313,9405,153,464000000,50070184,48052
8.0,3.0,2,308,9256,192,55000000,3329100,61650
0.0,15.0,1,0,29,1460,170000000,135618172,131614
15.0,1.0,1,0,29,913,297000000,87318,891
8.0,3.0,2,295,8858,282,562000000,5057774,87203
0.0,11.0,1,1,30,448,479000000,42924,438
3.0,15.0,1,0,29,618,227000000,59094,603
1.0,16.0,3,253,7597,350,508000000,107536484,103202
13.0,16.0,3,443,13299,280,693000000,134478032,126152
3.0,10.0,2,450,13500,476,106000000,13986432,259008
12.0,1.0,2,300,9017,278,945000000,4487184,83096
16.0,11.0,1,0,29,561,160000000,53606,547
1.0,11.0,3,200,6027,465,926000000,134081434,128677
18.0,3.0,1,1,30,271,519000000,25970,265
18.0,13.0,3,451,13548,56,724000000,27372748,25678
16.0,0.0,1,0,29,251,172000000,23912,244
2.0,15.0,1,0,29,510,163000000,48706,497
15.0,15.0,1,0,29,801,332000000,135536538,130781
2.0,13.0,1,247,7429,81,74000000,21914302,21031
18.0,10.0,1,0,29,631,599000000,60466,617
2.0,11.0,1,1,30,138,334000000,13230,135
4.0,1.0,1,284,8522,118,81000000,34203650,32825
16.0,0.0,1,308,9261,386,943000000,121777498,116869
4.0,16.0,3,311,9334,300,869000000,97679164,93742
17.0,13.0,1,0,29,298,143000000,28420,290
10.0,16.0,1,1,30,112,896000000,10780,110
3.0,13.0,3,449,13491,177,242000000,85018830,79755
6.0,0.0,2,329,9883,300,382000000,6553590,99293
13.0,16.0,3,450,13525,70,657000000,33926516,31826
3.0,13.0,3,451,13554,177,218000000,85137156,79866
18.0,14.0,1,304,9123,166,29000000,52098958,49999
17.0,13.0,3,449,13492,73,336000000,36740756,34466
12.0,6.0,2,600,18003,233,214000000,7387362,136803
10.0,13.0,3,451,13548,102,725000000,51160538,47993
10.0,13.0,3,449,13491,222,737000000,108704284,101974
16.0,16.0,1,0,29,259,961000000,24794,253
13.0,13.0,2,319,9577,231,110000000,4721948,71538
0.0,6.0,2,601,18037,118,755000000,3786102,70113
1.0,15.0,3,126,3792,473,427000000,135458958,129999
16.0,10.0,1,0,29,120,120000000,11368,116
5.0,12.0,2,256,7695,432,763000000,6832080,126520
3.0,13.0,1,0,29,118,335000000,11270,115
17.0,13.0,3,191,5741,316,743000000,143879086,134971
4.0,16.0,3,315,9467,30,846000000,10040712,9636
18.0,1.0,2,307,9233,169,986000000,3050568,52596
2.0,13.0,3,235,7070,406,506000000,124323104,119312
6.0,11.0,2,295,8851,212,762000000,3622216,62452
7.0,3.0,2,626,18784,141,629000000,4802760,88940
3.0,13.0,1,1,30,988,509000000,94766,967
10.0,3.0,2,225,6750,468,704000000,7524920,129740
12.0,13.0,3,263,7901,377,521000000,110930278,106459
13.0,16.0,1,273,8218,78,331000000,23644022,22691
12.0,15.0,3,453,13616,111,307000000,54119754,50769
14.0,12.0,2,311,9332,139,985000000,2515054,43363
3.0,15.0,1,0,29,680,109000000,135524974,130663
12.0,16.0,2,273,8210,406,782000000,6416604,118826
12.0,13.0,3,294,8825,257,415000000,82359680,79040
3.0,13.0,1,0,29,518,335000000,49490,505
7.0,13.0,2,302,9077,241,171000000,5015748,75990
2.0,12.0,2,599,17993,30,659000000,984042,18223
7.0,17.0,1,0,29,361,437000000,34496,352
12.0,15.0,1,287,8634,380,60000000,101860598,98091
12.0,8.0,2,568,17062,262,260000000,7383258,136727
0.0,15.0,1,0,29,321,196000000,30674,313
13.0,15.0,1,0,29,549,845000000,52528,536
16.0,14.0,1,0,29,751,305000000,71834,733
1.0,5.0,1,1,30,633,223000000,60662,619
8.0,11.0,2,592,17762,172,184000000,4608630,85345
14.0,10.0,1,0,29,138,171000000,13132,134
16.0,2.0,1,0,29,1220,159000000,135595240,131380
1.0,11.0,3,310,9301,317,331000000,93127708,89374
13.0,14.0,2,197,5911,310,634000000,6490034,98329
0.0,4.0,2,285,8579,370,309000000,5861052,108538
12.0,2.0,2,117,3523,492,377000000,7181676,123822
16.0,12.0,1,0,29,980,11000000,93688,956
18.0,15.0,1,1,59,980,142000000,135568094,131103
10.0,11.0,3,323,9701,45,745000000,15584152,14956
17.0,13.0,1,1,30,271,560000000,25970,265
16.0,2.0,1,1,30,311,141000000,29694,303
12.0,0.0,2,449,13493,234,530000000,114812452,103374
14.0,15.0,1,0,29,141,828000000,13524,138
17.0,10.0,2,289,8683,90,482000000,1493848,25756
1.0,16.0,3,303,9109,140,295000000,45079004,43262
3.0,16.0,1,1,30,753,256000000,72128,736
12.0,13.0,3,323,9701,47,166000000,15869660,15230
16.0,13.0,1,1,30,118,142000000,11270,115
10.0,11.0,1,0,29,868,500000000,83006,847
0.0,16.0,3,451,13533,160,295000000,77036622,72267
0.0,5.0,2,449,13495,290,537000000,139385464,125800
10.0,11.0,1,0,29,68,273000000,6468,66
1.0,15.0,3,310,9310,293,400000000,95309656,91468
13.0,15.0,1,1,30,519,839000000,49686,507
15.0,16.0,2,0,0,8,643000000,183876,2786
13.0,0.0,2,296,8894,203,740000000,3633642,62649
12.0,1.0,1,1,30,553,197000000,52626,537
0.0,15.0,1,1,59,1010,154000000,135573876,131162
12.0,0.0,1,0,29,380,976000000,36358,371
12.0,15.0,3,446,13385,171,311000000,82806880,77680
11.0,16.0,3,314,9432,130,787000000,43132548,41394
3.0,0.0,2,143,4313,465,965000000,7509898,129481
9.0,15.0,3,0,0,3,408000000,1001362,961
0.0,15.0,3,451,13532,161,693000000,78140998,73303
12.0,10.0,2,335,10059,264,521000000,5512560,83518
5.0,17.0,1,0,29,371,597000000,35476,362
4.0,16.0,2,446,13394,259,200000000,127021954,114761
14.0,10.0,1,0,29,528,363000000,50470,515
13.0,15.0,1,1,30,109,749000000,10486,107
0.0,15.0,3,450,13527,43,245000000,20817914,19529
14.0,1.0,1,0,29,472,773000000,45178,461
12.0,12.0,1,344,10346,58,299000000,20861882,20021
3.0,15.0,1,0,29,560,177000000,53508,546
5.0,17.0,1,305,9166,121,393000000,38278912,36736
0.0,15.0,3,451,13532,161,693000000,78140998,73303
0.0,15.0,3,451,13532,131,690000000,63715886,59771
1.0,4.0,1,1,30,453,193000000,43022,439
17.0,15.0,1,1,59,1011,333000000,135574072,131164
16.0,0.0,1,300,9016,204,381000000,58819858,56449
12.0,8.0,2,272,8188,251,923000000,3878118,71817
15.0,15.0,1,1,30,311,169000000,29694,303
1.0,16.0,3,196,5880,410,362000000,120677146,115813
12.0,17.0,1,1,30,901,590000000,86338,881
9.0,15.0,3,311,9335,333,479000000,108691020,104310
10.0,15.0,1,0,29,151,210000000,14406,147
13.0,11.0,3,453,13601,95,671000000,45915818,43073
6.0,0.0,2,143,4292,320,531000000,144068864,130092
3.0,15.0,2,508,15266,360,369000000,10631628,196882
1.0,11.0,3,449,13492,77,69000000,36980606,34691
15.0,13.0,2,195,5877,437,928000000,7456074,128553
0.0,16.0,3,451,13533,160,559000000,77120836,72346
16.0,6.0,2,290,8712,84,264000000,1567050,23737
2.0,16.0,3,446,13388,140,643000000,67378662,63207
1.0,11.0,1,284,8533,349,13000000,103285124,99122
12.0,13.0,3,449,13492,72,724000000,36718370,34445
3.0,13.0,3,451,13554,177,218000000,85137156,79866
1.0,15.0,3,314,9435,53,329000000,17382644,16682
1.0,15.0,3,202,6086,353,403000000,110634350,106175
0.0,15.0,1,0,29,729,947000000,69776,712
13.0,2.0,2,595,17868,351,663000000,11582784,214496
10.0,16.0,3,142,4288,320,409000000,143841776,134936
9.0,15.0,3,308,9258,363,437000000,118326394,113557
10.0,16.0,3,451,13533,260,404000000,125085506,117341
16.0,5.0,1,0,29,1032,962000000,97510,995
14.0,15.0,2,568,17053,351,233000000,10420974,192981
16.0,0.0,1,0,29,942,935000000,88886,907
12.0,13.0,3,451,13538,35,240000000,17473872,16392
12.0,5.0,2,286,8590,346,967000000,5942970,102465
18.0,13.0,3,263,7901,377,441000000,110926110,106455
14.0,17.0,1,0,29,858,390000000,82026,837
14.0,16.0,3,136,4088,320,801000000,143913198,135003
13.0,16.0,3,449,13494,190,528000000,91467064,85804
12.0,4.0,2,448,13462,294,528000000,144301680,130356
13.0,16.0,1,0,29,133,174000000,12642,129
10.0,16.0,3,451,13534,200,397000000,96233150,90275
2.0,12.0,2,599,17993,30,659000000,984042,18223
1.0,15.0,3,207,6237,413,384000000,123761466,118773
1.0,11.0,3,0,0,23,955000000,12670476,11886
2.0,11.0,3,188,5655,315,949000000,143674414,134779
3.0,13.0,3,0,0,12,712000000,8058960,7560
0.0,6.0,2,0,0,16,85000000,344628,6382
1.0,16.0,1,1,30,523,89000000,50176,512
17.0,12.0,2,446,13388,156,167000000,74774562,65681
14.0,1.0,1,0,29,353,115000000,33810,345
12.0,2.0,1,0,29,538,490000000,51450,525
14.0,3.0,1,0,29,301,817000000,28812,294
16.0,2.0,1,0,29,159,950000000,15190,155
1.0,15.0,3,126,3792,473,399000000,135455832,129996
10.0,13.0,1,0,29,868,424000000,83006,847
12.0,8.0,2,496,14898,442,306000000,12372426,229119
12.0,7.0,2,264,7929,325,571000000,5259092,90674
14.0,15.0,1,294,8844,140,483000000,42623010,40905
15.0,15.0,1,0,29,491,123000000,46942,479
17.0,3.0,1,286,8589,410,576000000,118924502,114131
5.0,0.0,2,0,0,10,479000000,222816,3376
16.0,2.0,1,0,29,912,946000000,86044,878
13.0,17.0,2,0,0,25,203000000,865404,16026
12.0,13.0,3,214,6422,227,283000000,66633816,63948
16.0,16.0,2,296,8905,213,351000000,3830088,66036
12.0,15.0,3,450,13526,201,313000000,97225596,91206
3.0,17.0,2,308,9260,111,355000000,1948314,29515
13.0,6.0,2,598,17940,205,778000000,6490368,120192
10.0,16.0,3,443,13307,290,407000000,139270768,130648
12.0,15.0,1,1,30,69,896000000,6664,68
18.0,10.0,2,322,9661,118,953000000,2513272,38076
14.0,16.0,1,0,29,321,840000000,30772,314
10.0,16.0,2,283,8509,60,885000000,989480,17060
16.0,13.0,3,296,8909,207,366000000,66346224,63672
2.0,11.0,1,0,29,1791,459000000,135649826,131937
2.0,11.0,3,455,13650,57,253000000,27498536,25796
4.0,16.0,3,311,9354,150,854000000,49302230,47315
13.0,1.0,1,1,30,493,183000000,46844,478
17.0,3.0,1,0,29,823,142000000,78890,805
12.0,15.0,3,450,13526,202,91000000,97348186,91321
12.0,8.0,2,255,7677,298,568000000,4795730,82685
16.0,17.0,2,449,13481,248,908000000,122042196,111202
1.0,13.0,1,1,30,512,750000000,49098,501
16.0,13.0,1,0,0,28,138000000,2646,27
9.0,17.0,1,0,22,1031,655000000,97902,999
