pktrate,pktperflow,Protocol,src,dst,label
0,0,3,1.0,11.0,1.0
281,8430,2,12.0,6.0,1.0
306,9208,3,12.0,13.0,1.0
0,29,1,12.0,17.0,0.0
0,0,1,0.0,11.0,1.0
246,7398,3,1.0,16.0,1.0
293,8812,2,18.0,13.0,1.0
330,9926,2,17.0,10.0,0.0
0,29,1,9.0,17.0,0.0
1,30,1,10.0,17.0,0.0
277,8334,1,12.0,1.0,1.0
280,8410,1,13.0,16.0,1.0
1,30,1,4.0,1.0,0.0
0,0,2,0.0,16.0,1.0
413,12417,2,14.0,3.0,0.0
0,0,2,3.0,1.0,0.0
300,9002,2,6.0,11.0,0.0
0,29,1,2.0,15.0,0.0
0,29,1,16.0,12.0,0.0
275,8277,2,17.0,11.0,1.0
0,29,1,13.0,1.0,0.0
293,8794,1,14.0,15.0,1.0
1,30,1,16.0,12.0,1.0
399,11972,2,2.0,3.0,0.0
324,9741,3,11.0,16.0,1.0
314,9426,3,2.0,11.0,1.0
328,9857,2,17.0,4.0,0.0
0,29,1,16.0,3.0,0.0
0,0,1,10.0,15.0,0.0
320,9611,2,10.0,16.0,0.0
310,9326,2,7.0,13.0,0.0
449,13481,2,14.0,17.0,0.0
0,29,1,3.0,13.0,0.0
0,29,1,10.0,15.0,0.0
269,8097,2,17.0,4.0,1.0
424,12733,2,0.0,6.0,0.0
0,29,1,0.0,15.0,1.0
307,9239,1,0.0,15.0,1.0
451,13534,3,10.0,16.0,0.0
0,0,1,14.0,15.0,0.0
1,30,1,0.0,15.0,1.0
448,13444,2,4.0,16.0,0.0
446,13385,3,12.0,15.0,0.0
450,13529,3,0.0,16.0,0.0
305,9168,3,3.0,13.0,1.0
327,9812,2,3.0,10.0,0.0
0,3,1,15.0,15.0,0.0
616,18492,2,5.0,0.0,1.0
262,7886,3,3.0,13.0,1.0
289,8683,3,2.0,11.0,1.0
0,29,1,1.0,14.0,0.0
0,29,1,1.0,13.0,0.0
218,6549,2,17.0,10.0,1.0
453,13615,3,3.0,15.0,0.0
307,9237,2,16.0,12.0,0.0
310,9322,3,3.0,13.0,1.0
0,29,1,10.0,11.0,0.0
599,17974,2,3.0,10.0,1.0
0,29,1,16.0,0.0,0.0
1,30,1,16.0,10.0,0.0
447,13429,3,3.0,15.0,0.0
0,3,1,1.0,11.0,1.0
255,7657,2,3.0,13.0,1.0
451,13536,3,2.0,16.0,0.0
0,29,1,3.0,16.0,0.0
0,29,1,12.0,2.0,1.0
447,13430,3,12.0,15.0,0.0
1,30,1,16.0,0.0,0.0
455,13671,3,18.0,13.0,0.0
451,13533,3,2.0,11.0,0.0
0,0,3,1.0,16.0,1.0
254,7649,2,8.0,11.0,0.0
307,9211,3,12.0,13.0,1.0
249,7477,2,12.0,0.0,0.0
0,29,1,16.0,3.0,0.0
446,13385,3,3.0,15.0,0.0
317,9519,2,14.0,7.0,0.0
1,30,1,3.0,15.0,0.0
599,17993,2,13.0,15.0,1.0
446,13387,3,13.0,16.0,0.0
332,9977,2,15.0,12.0,0.0
0,29,1,18.0,16.0,0.0
315,9467,3,4.0,16.0,1.0
1,30,1,16.0,17.0,0.0
440,13215,2,0.0,16.0,0.0
0,0,2,7.0,3.0,1.0
263,7901,3,3.0,13.0,1.0
255,7657,2,14.0,3.0,1.0
273,8196,3,2.0,11.0,1.0
311,9343,3,11.0,16.0,1.0
329,9880,2,4.0,11.0,0.0
447,13438,3,15.0,16.0,0.0
447,13438,3,2.0,16.0,0.0
455,13650,3,2.0,11.0,0.0
0,29,1,16.0,13.0,0.0
1,30,1,2.0,15.0,0.0
448,13442,3,0.0,11.0,0.0
299,8988,1,16.0,3.0,1.0
321,9642,1,2.0,11.0,1.0
557,16715,2,15.0,13.0,1.0
299,8991,1,14.0,16.0,1.0
1,30,1,17.0,13.0,0.0
310,9325,3,9.0,15.0,1.0
575,17258,2,12.0,7.0,0.0
0,0,1,18.0,13.0,0.0
274,8249,2,15.0,13.0,1.0
0,29,1,5.0,17.0,0.0
306,9180,3,4.0,16.0,1.0
0,29,1,0.0,15.0,0.0
298,8941,1,16.0,10.0,1.0
441,13237,2,10.0,3.0,0.0
0,0,3,3.0,13.0,1.0
324,9741,3,11.0,16.0,1.0
280,8407,3,1.0,16.0,1.0
0,29,1,16.0,17.0,0.0
512,15383,2,18.0,13.0,1.0
279,8382,2,14.0,17.0,1.0
307,9226,3,9.0,15.0,1.0
324,9721,2,6.0,11.0,0.0
1,30,1,10.0,11.0,0.0
288,8641,3,0.0,16.0,1.0
318,9554,2,10.0,3.0,0.0
0,29,1,16.0,17.0,0.0
1,30,1,16.0,17.0,0.0
0,29,1,13.0,15.0,0.0
1,30,1,14.0,1.0,0.0
446,13384,2,13.0,5.0,0.0
279,8382,2,14.0,3.0,1.0
1,30,1,0.0,15.0,0.0
1,58,1,16.0,2.0,0.0
448,13469,2,18.0,10.0,0.0
450,13529,3,2.0,11.0,0.0
447,13438,3,15.0,16.0,0.0
0,29,1,16.0,10.0,0.0
1,30,1,10.0,15.0,0.0
0,29,1,18.0,10.0,0.0
0,29,1,14.0,15.0,0.0
0,0,1,14.0,17.0,1.0
298,8967,2,12.0,1.0,1.0
283,8510,1,16.0,10.0,1.0
455,13651,3,0.0,16.0,0.0
1,30,1,18.0,13.0,0.0
0,0,3,14.0,16.0,1.0
450,13508,3,10.0,13.0,0.0
446,13385,3,12.0,15.0,0.0
312,9389,2,5.0,15.0,0.0
0,29,1,12.0,15.0,0.0
454,13640,3,13.0,16.0,0.0
0,29,1,5.0,15.0,0.0
308,9243,3,1.0,16.0,1.0
447,13421,3,12.0,13.0,0.0
451,13533,3,0.0,16.0,0.0
0,29,1,16.0,10.0,0.0
446,13403,2,6.0,12.0,0.0
532,15984,2,5.0,12.0,1.0
0,29,1,0.0,15.0,1.0
0,29,1,12.0,10.0,0.0
328,9840,2,15.0,17.0,0.0
271,8139,2,17.0,12.0,1.0
0,0,2,8.0,11.0,1.0
449,13499,3,16.0,13.0,0.0
447,13430,3,12.0,15.0,0.0
447,13414,2,0.0,3.0,0.0
592,17788,2,13.0,2.0,1.0
542,16262,2,10.0,3.0,1.0
0,29,1,12.0,17.0,0.0
303,9093,1,3.0,15.0,1.0
294,8838,2,0.0,6.0,0.0
446,13387,3,13.0,16.0,0.0
448,13466,3,13.0,11.0,0.0
333,10017,2,15.0,17.0,0.0
266,7992,2,6.0,12.0,1.0
315,9458,2,5.0,15.0,0.0
608,18259,2,3.0,8.0,1.0
257,7731,2,17.0,10.0,1.0
443,13299,3,13.0,16.0,0.0
312,9364,2,13.0,2.0,0.0
1,30,1,2.0,11.0,0.0
253,7597,3,1.0,16.0,1.0
333,9994,2,7.0,3.0,0.0
0,29,1,15.0,15.0,0.0
283,8509,2,17.0,10.0,1.0
0,29,1,18.0,15.0,0.0
128,3848,1,2.0,15.0,1.0
335,10054,1,12.0,2.0,1.0
451,13535,3,0.0,15.0,0.0
421,12659,2,6.0,15.0,0.0
314,9439,3,1.0,15.0,1.0
1,30,1,18.0,7.0,0.0
544,16335,2,14.0,15.0,1.0
606,18204,2,17.0,10.0,1.0
600,18016,2,13.0,11.0,1.0
1,30,1,10.0,15.0,0.0
451,13534,3,10.0,16.0,0.0
450,13528,3,3.0,13.0,0.0
255,7664,2,18.0,13.0,1.0
0,29,1,18.0,7.0,0.0
0,29,1,16.0,0.0,0.0
0,0,1,16.0,3.0,0.0
1,30,1,16.0,13.0,0.0
306,9208,3,17.0,13.0,1.0
443,13291,2,12.0,12.0,0.0
451,13535,3,0.0,16.0,0.0
273,8196,3,12.0,13.0,1.0
0,29,1,18.0,13.0,0.0
0,29,1,14.0,15.0,0.0
1,30,1,9.0,17.0,0.0
1,30,1,10.0,15.0,0.0
306,9204,2,2.0,12.0,1.0
443,13316,2,2.0,3.0,0.0
0,29,1,18.0,14.0,0.0
288,8666,2,12.0,12.0,1.0
303,9092,2,0.0,3.0,0.0
253,7603,2,12.0,17.0,0.0
0,29,1,14.0,15.0,0.0
444,13341,2,2.0,3.0,0.0
288,8641,3,0.0,16.0,1.0
446,13393,3,18.0,13.0,0.0
277,8324,2,14.0,3.0,1.0
1,30,1,16.0,12.0,0.0
0,29,1,9.0,17.0,0.0
450,13527,3,16.0,13.0,0.0
0,29,1,18.0,13.0,0.0
272,8167,3,1.0,11.0,1.0
0,29,1,2.0,15.0,0.0
551,16537,2,2.0,12.0,1.0
279,8375,2,0.0,6.0,0.0
271,8131,2,3.0,10.0,1.0
294,8849,3,12.0,13.0,1.0
453,13615,3,3.0,15.0,0.0
0,29,1,1.0,2.0,0.0
265,7952,3,4.0,16.0,1.0
310,9314,3,1.0,15.0,1.0
451,13535,3,0.0,16.0,0.0
445,13374,2,18.0,3.0,0.0
0,29,1,18.0,9.0,0.0
555,16668,2,10.0,13.0,1.0
0,0,1,1.0,14.0,1.0
1,30,1,16.0,12.0,0.0
0,29,1,15.0,15.0,0.0
0,0,3,0.0,16.0,1.0
303,9107,2,18.0,3.0,0.0
0,29,1,0.0,15.0,0.0
449,13485,2,0.0,3.0,0.0
319,9571,2,2.0,12.0,0.0
324,9741,3,11.0,16.0,1.0
0,29,1,17.0,12.0,0.0
451,13538,3,0.0,16.0,0.0
0,29,1,12.0,1.0,0.0
253,7603,2,7.0,11.0,0.0
0,29,1,0.0,15.0,0.0
1,30,1,16.0,0.0,0.0
0,29,1,16.0,0.0,0.0
286,8593,1,3.0,13.0,1.0
0,29,1,13.0,16.0,0.0
1,30,1,14.0,17.0,0.0
446,13388,3,3.0,15.0,0.0
451,13531,3,0.0,16.0,0.0
0,0,2,10.0,3.0,0.0
1,30,1,10.0,15.0,0.0
448,13442,3,12.0,13.0,0.0
220,6607,3,18.0,13.0,1.0
0,29,1,16.0,0.0,1.0
264,7929,2,12.0,7.0,0.0
583,17510,2,17.0,17.0,1.0
244,7328,2,6.0,0.0,0.0
0,29,1,12.0,1.0,0.0
300,9018,2,6.0,0.0,0.0
622,18674,2,18.0,14.0,1.0
0,0,3,2.0,11.0,1.0
0,29,1,1.0,11.0,0.0
442,13267,2,14.0,14.0,0.0
0,29,1,17.0,10.0,0.0
0,29,1,12.0,17.0,0.0
287,8617,2,17.0,2.0,1.0
274,8223,3,18.0,13.0,1.0
450,13528,3,17.0,13.0,0.0
0,0,3,1.0,11.0,1.0
326,9787,2,3.0,0.0,0.0
451,13530,3,16.0,13.0,0.0
0,0,2,0.0,5.0,1.0
0,29,1,12.0,10.0,0.0
440,13212,3,1.0,11.0,0.0
0,29,1,16.0,10.0,1.0
0,29,1,3.0,13.0,0.0
1,30,1,1.0,13.0,0.0
231,6932,2,13.0,10.0,1.0
452,13585,3,2.0,16.0,0.0
1,30,1,14.0,15.0,0.0
311,9334,3,4.0,16.0,1.0
447,13434,2,0.0,3.0,0.0
1,30,1,16.0,10.0,0.0
1,30,1,1.0,13.0,0.0
449,13492,3,12.0,13.0,0.0
313,9405,3,9.0,15.0,1.0
306,9187,2,4.0,11.0,1.0
279,8382,2,14.0,3.0,1.0
0,29,1,3.0,15.0,0.0
446,13402,2,3.0,0.0,0.0
450,13525,3,2.0,16.0,0.0
449,13494,3,13.0,16.0,0.0
0,29,1,13.0,15.0,0.0
287,8621,3,1.0,15.0,1.0
295,8860,1,3.0,15.0,1.0
0,29,1,18.0,10.0,0.0
1,30,1,1.0,13.0,0.0
0,29,1,16.0,10.0,0.0
444,13340,2,10.0,16.0,0.0
72,2169,2,12.0,2.0,0.0
541,16236,2,14.0,15.0,1.0
0,0,3,4.0,16.0,1.0
449,13475,3,2.0,16.0,0.0
315,9452,3,9.0,15.0,1.0
1,30,1,12.0,2.0,0.0
1,30,1,16.0,10.0,0.0
0,29,1,0.0,15.0,1.0
445,13355,2,10.0,13.0,0.0
0,29,1,14.0,1.0,0.0
225,6761,2,7.0,11.0,0.0
1,30,1,14.0,10.0,0.0
0,29,1,2.0,15.0,0.0
314,9426,3,12.0,13.0,1.0
0,29,1,18.0,9.0,0.0
295,8860,1,16.0,3.0,1.0
303,9109,3,1.0,16.0,1.0
308,9256,3,1.0,16.0,1.0
263,7901,3,18.0,13.0,1.0
253,7594,1,12.0,1.0,1.0
0,29,1,0.0,15.0,0.0
37,1118,3,2.0,11.0,1.0
1,30,1,12.0,1.0,0.0
0,29,1,18.0,9.0,0.0
276,8304,3,16.0,13.0,1.0
0,29,1,18.0,9.0,0.0
291,8756,2,15.0,13.0,1.0
0,29,1,14.0,15.0,0.0
0,29,1,18.0,14.0,0.0
0,28,1,3.0,17.0,0.0
282,8460,2,14.0,16.0,1.0
0,29,1,1.0,16.0,0.0
1,30,1,18.0,10.0,0.0
306,9184,1,3.0,15.0,1.0
325,9774,2,17.0,12.0,0.0
0,29,1,12.0,15.0,0.0
307,9226,3,9.0,15.0,1.0
212,6364,3,1.0,15.0,1.0
1,30,1,18.0,11.0,0.0
260,7806,2,0.0,4.0,1.0
0,29,1,12.0,0.0,0.0
448,13440,2,17.0,4.0,0.0
0,29,1,3.0,17.0,0.0
447,13416,2,17.0,10.0,0.0
451,13531,3,18.0,13.0,0.0
301,9043,1,3.0,17.0,1.0
443,13306,3,0.0,16.0,0.0
450,13526,3,0.0,15.0,0.0
447,13436,2,13.0,2.0,0.0
327,9833,2,2.0,12.0,0.0
0,29,1,12.0,17.0,0.0
306,9181,2,0.0,12.0,0.0
254,7649,2,7.0,11.0,0.0
322,9661,2,18.0,10.0,0.0
0,29,1,12.0,13.0,0.0
0,0,1,2.0,11.0,0.0
422,12667,2,17.0,10.0,0.0
0,29,1,17.0,13.0,0.0
0,29,1,17.0,12.0,0.0
450,13527,3,0.0,15.0,0.0
0,0,3,1.0,16.0,1.0
0,29,1,17.0,17.0,0.0
450,13526,3,2.0,13.0,0.0
610,18329,2,12.0,4.0,1.0
278,8352,1,18.0,16.0,1.0
0,29,1,12.0,1.0,0.0
453,13601,3,10.0,11.0,0.0
0,29,1,18.0,7.0,0.0
0,29,1,14.0,17.0,0.0
532,15984,2,13.0,5.0,1.0
0,29,1,13.0,1.0,0.0
0,24,1,16.0,12.0,0.0
0,29,1,16.0,0.0,0.0
0,29,1,14.0,11.0,0.0
397,11925,2,18.0,3.0,0.0
1,30,1,1.0,11.0,0.0
138,4153,1,10.0,16.0,1.0
1,30,1,18.0,14.0,0.0
447,13438,3,2.0,16.0,0.0
111,3334,3,1.0,11.0,1.0
290,8720,2,2.0,12.0,1.0
289,8683,3,2.0,11.0,1.0
0,0,1,16.0,0.0,0.0
1,30,1,10.0,15.0,1.0
0,29,1,12.0,2.0,0.0
443,13310,2,4.0,0.0,0.0
1,30,1,14.0,17.0,0.0
0,29,1,2.0,15.0,0.0
255,7674,3,2.0,11.0,1.0
0,2,1,16.0,17.0,0.0
0,29,1,0.0,15.0,0.0
0,28,1,12.0,17.0,0.0
0,18,1,1.0,13.0,0.0
0,0,3,3.0,13.0,1.0
1,30,1,18.0,10.0,0.0
207,6237,3,1.0,15.0,1.0
0,29,1,15.0,1.0,0.0
1,30,1,16.0,16.0,0.0
589,17686,2,5.0,0.0,0.0
298,8944,1,0.0,15.0,1.0
286,8604,2,8.0,11.0,0.0
0,29,1,16.0,2.0,0.0
0,29,1,16.0,10.0,0.0
246,7398,3,1.0,16.0,1.0
451,13535,3,12.0,15.0,0.0
451,13539,3,12.0,13.0,0.0
322,9672,2,0.0,16.0,0.0
1,30,1,10.0,16.0,0.0
278,8357,2,14.0,14.0,1.0
279,8392,3,4.0,16.0,1.0
451,13536,3,15.0,16.0,0.0
455,13670,3,1.0,11.0,0.0
0,22,1,16.0,14.0,0.0
447,13438,3,2.0,16.0,0.0
351,10544,2,0.0,4.0,0.0
0,29,1,16.0,10.0,0.0
455,13651,3,0.0,16.0,0.0
0,29,1,12.0,13.0,0.0
261,7833,2,0.0,4.0,1.0
0,29,1,16.0,0.0,1.0
0,29,1,0.0,15.0,0.0
295,8852,2,12.0,5.0,1.0
0,29,1,14.0,15.0,0.0
311,9357,3,10.0,13.0,1.0
1,30,1,2.0,15.0,0.0
96,2900,3,12.0,15.0,1.0
309,9278,1,16.0,2.0,1.0
314,9423,3,1.0,15.0,1.0
288,8660,3,17.0,13.0,1.0
244,7325,2,17.0,12.0,1.0
0,29,1,17.0,15.0,0.0
246,7398,3,1.0,16.0,1.0
447,13423,2,17.0,15.0,0.0
1,30,1,16.0,13.0,1.0
269,8097,2,17.0,4.0,1.0
0,29,1,14.0,17.0,0.0
0,0,3,12.0,13.0,1.0
450,13529,3,2.0,16.0,0.0
451,13535,3,0.0,15.0,0.0
231,6948,1,16.0,3.0,1.0
446,13388,3,2.0,16.0,0.0
453,13615,3,3.0,15.0,0.0
0,29,1,10.0,15.0,0.0
451,13531,3,13.0,16.0,0.0
272,8168,2,10.0,3.0,1.0
1,30,1,9.0,17.0,0.0
609,18281,2,17.0,13.0,1.0
445,13375,3,3.0,13.0,0.0
451,13534,3,10.0,16.0,0.0
0,29,1,3.0,13.0,0.0
1,30,1,16.0,3.0,0.0
1,30,1,18.0,10.0,0.0
450,13509,2,7.0,3.0,0.0
0,29,1,16.0,12.0,0.0
1,30,1,14.0,15.0,0.0
304,9132,2,2.0,11.0,0.0
0,28,1,0.0,15.0,1.0
447,13420,3,1.0,11.0,0.0
1,30,1,0.0,15.0,0.0
1,30,1,2.0,11.0,0.0
583,17512,2,14.0,1.0,1.0
1,30,1,12.0,13.0,0.0
438,13165,2,7.0,13.0,0.0
438,13167,2,7.0,13.0,0.0
0,29,1,14.0,15.0,0.0
0,29,1,10.0,15.0,0.0
445,13358,2,13.0,16.0,0.0
0,29,1,16.0,2.0,0.0
324,9722,2,3.0,0.0,0.0
324,9741,3,11.0,16.0,1.0
1,30,1,16.0,3.0,0.0
451,13548,3,16.0,13.0,0.0
1,30,1,12.0,2.0,0.0
0,0,1,15.0,15.0,0.0
423,12694,2,0.0,4.0,0.0
507,15230,2,16.0,3.0,0.0
261,7843,2,5.0,15.0,1.0
451,13548,3,12.0,13.0,0.0
595,17864,2,0.0,3.0,1.0
278,8363,2,6.0,11.0,1.0
450,13525,3,15.0,16.0,0.0
37,1118,3,3.0,13.0,1.0
1,30,1,14.0,15.0,0.0
1,30,1,16.0,13.0,0.0
0,29,1,13.0,15.0,0.0
0,29,1,13.0,15.0,0.0
1,30,1,16.0,14.0,0.0
307,9213,2,12.0,4.0,1.0
0,29,1,14.0,15.0,0.0
287,8629,2,8.0,11.0,0.0
0,0,3,12.0,15.0,1.0
455,13650,3,0.0,16.0,0.0
593,17792,2,14.0,14.0,1.0
0,0,3,4.0,16.0,1.0
443,13306,3,0.0,16.0,0.0
1,30,1,3.0,15.0,0.0
0,29,1,9.0,17.0,0.0
449,13496,2,18.0,14.0,0.0
309,9287,3,4.0,16.0,1.0
0,29,1,16.0,13.0,0.0
0,29,1,12.0,17.0,0.0
451,13538,3,10.0,11.0,0.0
1,30,1,15.0,15.0,0.0
450,13529,3,0.0,16.0,0.0
452,13581,3,12.0,13.0,0.0
1,30,1,14.0,3.0,0.0
294,8825,3,3.0,13.0,1.0
450,13528,3,2.0,11.0,0.0
565,16969,2,10.0,16.0,1.0
316,9509,2,18.0,10.0,0.0
228,6840,2,13.0,2.0,1.0
326,9787,2,14.0,17.0,0.0
0,28,1,10.0,13.0,0.0
291,8756,2,14.0,1.0,1.0
448,13457,3,3.0,13.0,0.0
0,29,1,2.0,15.0,1.0
455,13671,3,17.0,13.0,0.0
451,13532,3,12.0,15.0,0.0
0,29,1,9.0,17.0,0.0
0,29,1,10.0,16.0,0.0
0,29,1,16.0,3.0,0.0
303,9109,3,1.0,16.0,1.0
276,8304,3,12.0,13.0,1.0
0,22,1,2.0,11.0,0.0
0,0,2,3.0,10.0,1.0
280,8407,2,1.0,3.0,1.0
0,29,1,12.0,17.0,0.0
0,29,1,16.0,0.0,0.0
455,13670,3,2.0,11.0,0.0
278,8362,2,6.0,0.0,0.0
264,7927,2,16.0,12.0,1.0
1,30,1,0.0,15.0,0.0
238,7165,3,18.0,13.0,1.0
1,30,1,14.0,3.0,0.0
572,17170,2,15.0,16.0,1.0
0,28,1,12.0,10.0,0.0
246,7400,1,10.0,15.0,1.0
0,29,1,13.0,15.0,0.0
300,9016,1,16.0,2.0,1.0
446,13395,2,2.0,12.0,0.0
0,29,1,15.0,1.0,0.0
0,29,1,15.0,1.0,0.0
1,30,1,16.0,0.0,0.0
312,9373,3,9.0,15.0,1.0
310,9320,3,1.0,16.0,1.0
1,59,1,16.0,14.0,1.0
303,9098,2,4.0,16.0,0.0
451,13535,3,12.0,15.0,0.0
0,29,1,0.0,15.0,0.0
303,9117,1,10.0,17.0,1.0
0,29,1,10.0,13.0,0.0
294,8845,3,13.0,16.0,1.0
295,8852,2,12.0,5.0,1.0
0,29,1,0.0,15.0,0.0
0,0,3,0.0,11.0,1.0
337,10131,1,12.0,1.0,1.0
0,0,3,3.0,13.0,1.0
0,29,1,16.0,14.0,0.0
0,29,1,1.0,14.0,0.0
304,9144,2,7.0,13.0,0.0
312,9376,3,1.0,11.0,1.0
450,13525,3,2.0,16.0,0.0
297,8928,1,18.0,10.0,1.0
0,29,1,14.0,16.0,0.0
0,29,1,10.0,11.0,0.0
1,30,1,10.0,13.0,0.0
0,29,1,3.0,17.0,0.0
0,29,1,16.0,3.0,1.0
288,8651,2,16.0,17.0,1.0
277,8330,2,3.0,13.0,1.0
303,9102,1,10.0,17.0,1.0
0,29,1,18.0,10.0,0.0
455,13663,3,13.0,16.0,0.0
310,9314,3,1.0,15.0,1.0
450,13523,3,17.0,13.0,0.0
0,0,3,15.0,16.0,0.0
333,10003,2,2.0,11.0,0.0
0,29,1,1.0,13.0,0.0
1,30,1,1.0,5.0,0.0
451,13531,3,12.0,4.0,0.0
343,10298,1,2.0,11.0,1.0
603,18116,2,2.0,11.0,1.0
1,30,1,1.0,13.0,0.0
301,9056,1,12.0,17.0,1.0
0,0,2,10.0,3.0,1.0
313,9416,2,1.0,13.0,1.0
308,9266,3,4.0,16.0,1.0
439,13188,3,15.0,16.0,0.0
0,29,1,12.0,2.0,0.0
333,10018,2,0.0,5.0,0.0
451,13536,3,10.0,16.0,0.0
286,8593,2,17.0,4.0,1.0
294,8825,3,1.0,11.0,1.0
543,16306,2,10.0,16.0,1.0
314,9439,3,1.0,15.0,1.0
450,13527,3,14.0,16.0,0.0
324,9738,2,16.0,12.0,0.0
0,28,1,3.0,13.0,0.0
0,29,1,3.0,13.0,0.0
350,10526,2,8.0,11.0,0.0
117,3523,2,12.0,5.0,0.0
8,262,2,13.0,2.0,1.0
456,13684,3,14.0,16.0,0.0
578,17350,2,10.0,16.0,1.0
278,8343,2,0.0,4.0,1.0
307,9225,3,1.0,11.0,1.0
446,13401,2,0.0,5.0,0.0
310,9320,3,1.0,16.0,1.0
0,29,1,12.0,0.0,0.0
0,29,1,16.0,14.0,0.0
1,30,1,16.0,2.0,0.0
300,9017,1,5.0,17.0,1.0
451,13538,3,0.0,15.0,0.0
271,8131,2,10.0,3.0,1.0
314,9427,3,1.0,15.0,1.0
599,17997,2,7.0,13.0,1.0
446,13385,3,0.0,15.0,0.0
451,13532,3,10.0,13.0,0.0
307,9232,3,1.0,15.0,1.0
0,0,2,10.0,3.0,0.0
444,13342,2,5.0,12.0,0.0
450,13523,3,1.0,11.0,0.0
1,30,1,16.0,3.0,0.0
312,9379,2,12.0,4.0,1.0
0,29,1,14.0,1.0,0.0
315,9457,3,9.0,15.0,1.0
334,10021,2,2.0,12.0,0.0
303,9109,3,1.0,16.0,1.0
0,0,3,1.0,16.0,1.0
446,13393,3,12.0,13.0,0.0
0,29,1,16.0,2.0,0.0
452,13581,3,18.0,13.0,0.0
0,29,1,18.0,3.0,0.0
568,17062,2,12.0,7.0,0.0
303,9098,2,17.0,14.0,0.0
306,9180,3,4.0,16.0,1.0
294,8838,2,5.0,0.0,0.0
447,13424,2,18.0,10.0,0.0
576,17282,2,18.0,13.0,1.0
303,9112,2,6.0,12.0,1.0
290,8727,2,12.0,1.0,1.0
1,30,1,17.0,3.0,0.0
453,13593,3,2.0,16.0,0.0
308,9242,3,1.0,16.0,1.0
0,0,2,17.0,10.0,1.0
298,8961,1,10.0,15.0,1.0
497,14915,2,5.0,0.0,0.0
1,30,1,18.0,10.0,0.0
0,29,1,1.0,5.0,0.0
0,0,1,0.0,15.0,0.0
593,17800,2,17.0,10.0,1.0
447,13413,2,14.0,7.0,0.0
0,0,2,0.0,5.0,1.0
449,13498,2,14.0,1.0,0.0
295,8860,1,3.0,15.0,1.0
98,2941,2,17.0,11.0,0.0
1,30,1,18.0,5.0,0.0
247,7431,3,1.0,15.0,1.0
451,13533,3,10.0,16.0,0.0
288,8641,3,0.0,16.0,1.0
1,30,1,13.0,15.0,0.0
0,29,1,10.0,17.0,0.0
332,9979,2,12.0,4.0,0.0
450,13508,2,5.0,11.0,0.0
0,29,1,13.0,15.0,1.0
96,2900,3,12.0,15.0,1.0
450,13529,3,0.0,16.0,0.0
278,8362,2,0.0,6.0,0.0
0,29,1,17.0,12.0,0.0
1,30,1,14.0,15.0,0.0
298,8954,1,18.0,10.0,1.0
447,13438,3,15.0,16.0,0.0
0,28,1,3.0,15.0,1.0
0,28,1,16.0,0.0,0.0
0,29,1,10.0,16.0,0.0
320,9615,3,11.0,16.0,1.0
451,13530,3,13.0,16.0,0.0
1,30,1,16.0,3.0,0.0
0,29,1,16.0,3.0,0.0
0,29,1,2.0,15.0,0.0
1,31,1,16.0,2.0,1.0
423,12711,3,1.0,11.0,1.0
0,29,1,17.0,13.0,0.0
315,9477,3,4.0,16.0,1.0
0,0,2,17.0,0.0,1.0
72,2169,2,12.0,6.0,0.0
253,7594,1,17.0,10.0,1.0
1,30,1,14.0,1.0,0.0
298,8950,1,12.0,17.0,1.0
0,0,2,10.0,16.0,1.0
0,28,1,16.0,11.0,0.0
449,13495,2,0.0,16.0,0.0
246,7398,3,1.0,16.0,1.0
432,12964,2,3.0,10.0,0.0
0,0,1,2.0,11.0,1.0
0,29,1,5.0,1.0,0.0
0,29,1,17.0,12.0,0.0
0,5,1,16.0,13.0,1.0
451,13538,3,0.0,15.0,0.0
583,17495,2,5.0,15.0,1.0
450,13525,3,15.0,16.0,0.0
451,13536,3,10.0,16.0,0.0
449,13478,3,14.0,16.0,0.0
271,8131,2,10.0,3.0,1.0
292,8763,1,10.0,15.0,1.0
0,11,1,18.0,9.0,0.0
315,9456,3,9.0,15.0,1.0
451,13533,3,0.0,16.0,0.0
0,29,1,2.0,15.0,1.0
451,13534,3,10.0,16.0,0.0
0,29,1,18.0,14.0,0.0
291,8756,2,10.0,13.0,1.0
600,18003,2,5.0,11.0,1.0
265,7959,3,10.0,13.0,1.0
0,29,1,14.0,15.0,0.0
0,0,1,16.0,3.0,1.0
177,5323,2,17.0,10.0,1.0
451,13531,3,3.0,13.0,0.0
444,13347,2,5.0,12.0,0.0
434,13038,2,12.0,10.0,0.0
0,29,1,10.0,15.0,0.0
330,9906,2,4.0,11.0,0.0
308,9243,3,1.0,16.0,1.0
0,29,1,13.0,15.0,1.0
445,13371,2,2.0,12.0,0.0
328,9845,2,13.0,11.0,0.0
177,5323,2,13.0,16.0,1.0
0,29,1,12.0,10.0,0.0
1,30,1,12.0,15.0,0.0
315,9467,3,4.0,16.0,1.0
0,0,2,16.0,5.0,1.0
0,29,1,0.0,15.0,0.0
313,9405,3,9.0,15.0,1.0
273,8196,3,17.0,13.0,1.0
279,8382,2,18.0,13.0,1.0
0,29,1,1.0,11.0,0.0
0,29,1,18.0,11.0,0.0
0,29,1,13.0,1.0,0.0
446,13387,3,13.0,16.0,0.0
0,29,1,12.0,17.0,0.0
276,8304,3,12.0,13.0,1.0
1,30,1,12.0,17.0,0.0
0,29,1,16.0,14.0,0.0
